work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,work_setting,company_location,company_size
2024,Entry-level,Full-time,Data Analyst,20000,USD,20000,India,Remote,India,M
2024,Entry-level,Full-time,Data Reporting Analyst,58000,USD,58000,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Reporting Analyst,42000,USD,42000,United States,In-person,United States,M
2024,Senior,Full-time,Data Manager,169680,USD,169680,United States,Remote,United States,M
2024,Senior,Full-time,Data Manager,113120,USD,113120,United States,Remote,United States,M
2024,Mid-level,Full-time,Data Scientist,235400,USD,235400,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Scientist,209720,USD,209720,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Scientist,235400,USD,235400,United States,Remote,United States,M
2024,Mid-level,Full-time,Data Scientist,209720,USD,209720,United States,Remote,United States,M
2024,Mid-level,Full-time,Data Scientist,279400,USD,279400,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Scientist,248920,USD,248920,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Scientist,256500,USD,256500,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Scientist,138900,USD,138900,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,185400,USD,185400,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,92700,USD,92700,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Scientist,196900,USD,196900,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Scientist,166698,USD,166698,United States,In-person,United States,M
2024,Senior,Full-time,Data Architect,180000,USD,180000,United States,In-person,United States,M
2024,Senior,Full-time,Data Architect,155000,USD,155000,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,235400,USD,235400,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,199369,USD,199369,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Engineer,234000,USD,234000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Engineer,146000,USD,146000,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,267800,USD,267800,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,118450,USD,118450,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,150000,USD,150000,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,125000,USD,125000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Analyst,115000,USD,115000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Analyst,100000,USD,100000,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Analyst,65000,USD,65000,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Analyst,55000,USD,55000,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Analyst,83300,USD,83300,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Analyst,47500,USD,47500,United States,In-person,United States,M
2024,Senior,Full-time,Data Analyst,133000,USD,133000,United States,In-person,United States,M
2024,Senior,Full-time,Data Analyst,106000,USD,106000,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Analyst,151500,USD,151500,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Analyst,79000,USD,79000,United States,In-person,United States,M
2024,Senior,Full-time,Data Analytics Lead,220000,USD,220000,United States,In-person,United States,M
2024,Senior,Full-time,Data Analytics Lead,96600,USD,96600,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Analyst,137000,USD,137000,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Analyst,60400,USD,60400,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Scientist,128000,USD,128000,United States,Remote,United States,M
2024,Mid-level,Full-time,Data Scientist,64000,USD,64000,United States,Remote,United States,M
2024,Mid-level,Full-time,Data Scientist,216600,USD,216600,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Scientist,144400,USD,144400,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Scientist,163700,USD,163700,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Scientist,109100,USD,109100,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Scientist,172000,USD,172000,United States,Remote,United States,M
2024,Mid-level,Full-time,Data Scientist,75600,USD,75600,United States,Remote,United States,M
2024,Entry-level,Full-time,Data Scientist,137000,USD,137000,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Scientist,60400,USD,60400,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Engineer,137000,USD,137000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Engineer,60400,USD,60400,United States,In-person,United States,M
2024,Executive,Full-time,Data Engineer,165000,USD,165000,United States,In-person,United States,M
2024,Executive,Full-time,Data Engineer,145000,USD,145000,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,35000,GBP,43750,United Kingdom,In-person,United Kingdom,M
2024,Senior,Full-time,Data Scientist,35000,GBP,43750,United Kingdom,In-person,United Kingdom,M
2024,Mid-level,Full-time,Data Engineer,137000,USD,137000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Engineer,60400,USD,60400,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,169000,USD,169000,United States,Remote,United States,M
2024,Senior,Full-time,Data Engineer,150000,USD,150000,United States,Remote,United States,M
2024,Senior,Full-time,Data Engineer,218500,USD,218500,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,161500,USD,161500,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,180000,USD,180000,United States,Remote,United States,M
2024,Senior,Full-time,Data Engineer,140000,USD,140000,United States,Remote,United States,M
2024,Senior,Full-time,Data Engineer,241393,USD,241393,United States,Remote,United States,M
2024,Senior,Full-time,Data Engineer,160943,USD,160943,United States,Remote,United States,M
2024,Mid-level,Full-time,Data Engineer,225000,USD,225000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Engineer,150000,USD,150000,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,190000,USD,190000,United States,Remote,United States,M
2024,Senior,Full-time,Data Engineer,140000,USD,140000,United States,Remote,United States,M
2024,Senior,Full-time,Data Engineer,240000,USD,240000,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,180000,USD,180000,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,195000,USD,195000,United States,Remote,United States,M
2024,Senior,Full-time,Data Scientist,95000,USD,95000,United States,Remote,United States,M
2024,Senior,Full-time,Data Scientist,110000,USD,110000,United States,Remote,United States,M
2024,Senior,Full-time,Data Scientist,90000,USD,90000,United States,Remote,United States,M
2024,Mid-level,Full-time,Data Scientist,192386,USD,192386,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Scientist,135000,USD,135000,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,257600,USD,257600,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,146000,USD,146000,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,190000,USD,190000,United States,Remote,United States,M
2024,Senior,Full-time,Data Scientist,150000,USD,150000,United States,Remote,United States,M
2024,Mid-level,Full-time,Data Scientist,110000,USD,110000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Scientist,70000,USD,70000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Scientist,259000,USD,259000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Scientist,174000,USD,174000,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,137500,USD,137500,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,81500,USD,81500,United States,In-person,United States,M
2024,Senior,Full-time,Data Analyst,191000,USD,191000,United States,Remote,United States,M
2024,Senior,Full-time,Data Analyst,162350,USD,162350,United States,Remote,United States,M
2024,Entry-level,Full-time,Data Analyst,46000,USD,46000,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Analyst,44000,USD,44000,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Analyst,46000,USD,46000,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Analyst,44000,USD,44000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Architect,179000,USD,179000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Architect,106500,USD,106500,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Product Manager,225000,USD,225000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Product Manager,150000,USD,150000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Product Manager,160000,USD,160000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Product Manager,135000,USD,135000,United States,In-person,United States,M
2024,Entry-level,Full-time,Admin & Data Analyst,100000,USD,100000,Bermuda,In-person,Algeria,L
2024,Mid-level,Full-time,Data Product Owner,60000,GBP,75000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Product Owner,42000,GBP,52500,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Manager,72000,USD,72000,Canada,In-person,Canada,M
2024,Mid-level,Full-time,Data Manager,50000,USD,50000,Canada,In-person,Canada,M
2024,Mid-level,Full-time,Data Management Specialist,120000,USD,120000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Management Specialist,100000,USD,100000,United States,In-person,United States,M
2024,Senior,Full-time,Data Analytics Lead,176000,USD,176000,United States,In-person,United States,M
2024,Senior,Full-time,Data Analytics Lead,124000,USD,124000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Analyst,183000,USD,183000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Analyst,83400,USD,83400,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Analytics Specialist,130000,USD,130000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Analytics Specialist,90000,USD,90000,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Analyst,170500,USD,170500,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Analyst,89000,USD,89000,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Analyst,75000,USD,75000,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Analyst,70000,USD,70000,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,235400,USD,235400,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,205380,USD,205380,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Engineer,208800,USD,208800,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Engineer,98300,USD,98300,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Engineer,97575,USD,97575,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Engineer,58500,USD,58500,United States,In-person,United States,M
2024,Senior,Full-time,Data Architect,312600,USD,312600,United States,Remote,United States,M
2024,Senior,Full-time,Data Architect,128535,USD,128535,United States,Remote,United States,M
2024,Senior,Full-time,Data Scientist,235400,USD,235400,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,191253,USD,191253,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Scientist,187000,USD,187000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Scientist,127000,USD,127000,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,250200,USD,250200,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,117200,USD,117200,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,210200,USD,210200,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,120100,USD,120100,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Analyst,130000,USD,130000,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Analyst,70000,USD,70000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Analyst,130000,USD,130000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Analyst,70000,USD,70000,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Analyst,172000,USD,172000,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Analyst,75600,USD,75600,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Analyst,137000,USD,137000,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Analyst,60400,USD,60400,United States,In-person,United States,M
2024,Senior,Full-time,Data Analyst,110900,USD,110900,United States,Remote,United States,M
2024,Senior,Full-time,Data Analyst,97200,USD,97200,United States,Remote,United States,M
2024,Entry-level,Full-time,Data Analyst,130000,USD,130000,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Analyst,70000,USD,70000,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,250000,USD,250000,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,110100,USD,110100,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,224250,USD,224250,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,165750,USD,165750,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,286000,USD,286000,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,143000,USD,143000,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,121400,USD,121400,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,121400,USD,121400,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,180000,USD,180000,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,90000,USD,90000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Engineer,137000,USD,137000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Engineer,60400,USD,60400,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Engineer,137000,USD,137000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Engineer,60400,USD,60400,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Engineer,150000,USD,150000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Engineer,109283,USD,109283,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,196000,USD,196000,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,111800,USD,111800,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,240000,USD,240000,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,163654,USD,163654,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,240000,USD,240000,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,120750,USD,120750,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,280000,USD,280000,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,184309,USD,184309,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,196000,USD,196000,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,125029,USD,125029,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Scientist,119200,USD,119200,United States,Remote,United States,M
2024,Mid-level,Full-time,Data Scientist,86600,USD,86600,United States,Remote,United States,M
2024,Mid-level,Full-time,Data Scientist,183300,USD,183300,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Scientist,101400,USD,101400,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Analyst,95000,USD,95000,United States,Remote,United States,M
2024,Entry-level,Full-time,Data Analyst,55000,USD,55000,United States,Remote,United States,M
2024,Senior,Full-time,Data Analyst,220900,USD,220900,United States,In-person,United States,M
2024,Senior,Full-time,Data Analyst,122200,USD,122200,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Analyst,176000,USD,176000,United States,Remote,United States,M
2024,Entry-level,Full-time,Data Analyst,101000,USD,101000,United States,Remote,United States,M
2024,Entry-level,Full-time,Data Analyst,83000,USD,83000,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Analyst,55000,USD,55000,United States,In-person,United States,M
2024,Senior,Full-time,Data Analyst,195714,USD,195714,United States,In-person,United States,M
2024,Senior,Full-time,Data Analyst,170186,USD,170186,United States,In-person,United States,M
2024,Senior,Full-time,Data Analyst,120000,USD,120000,United States,In-person,United States,M
2024,Senior,Full-time,Data Analyst,105000,USD,105000,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,240000,USD,240000,United States,Remote,United States,M
2024,Senior,Full-time,Data Scientist,170000,USD,170000,United States,Remote,United States,M
2024,Senior,Full-time,Data Scientist,200000,USD,200000,United States,Remote,United States,M
2024,Senior,Full-time,Data Scientist,145000,USD,145000,United States,Remote,United States,M
2024,Senior,Full-time,Data Scientist,500000,USD,500000,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,100000,USD,100000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Scientist,189100,USD,189100,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Scientist,154360,USD,154360,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Scientist,110000,USD,110000,United States,Remote,United States,M
2024,Mid-level,Full-time,Data Scientist,90000,USD,90000,United States,Remote,United States,M
2024,Mid-level,Full-time,Data Engineer,145000,USD,145000,United States,Remote,United States,M
2024,Mid-level,Full-time,Data Engineer,116000,USD,116000,United States,Remote,United States,M
2024,Senior,Full-time,Data Engineer,247300,USD,247300,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,139800,USD,139800,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,308000,USD,308000,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,190400,USD,190400,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,235000,USD,235000,United States,Remote,United States,M
2024,Senior,Full-time,Data Engineer,185000,USD,185000,United States,Remote,United States,M
2024,Senior,Full-time,Data Scientist,129100,USD,129100,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,107800,USD,107800,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,151800,USD,151800,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,126900,USD,126900,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Engineer,196900,USD,196900,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Engineer,175420,USD,175420,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Engineer,279400,USD,279400,United States,Remote,United States,M
2024,Mid-level,Full-time,Data Engineer,248920,USD,248920,United States,Remote,United States,M
2024,Senior,Full-time,Data Engineer,235400,USD,235400,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,209720,USD,209720,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,232700,USD,232700,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,149594,USD,149594,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Engineer,146400,USD,146400,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Engineer,97600,USD,97600,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Reporting Analyst,81900,USD,81900,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Reporting Analyst,61200,USD,61200,United States,In-person,United States,M
2024,Senior,Full-time,Data Architect,202730,USD,202730,United States,Remote,United States,M
2024,Senior,Full-time,Data Architect,92118,USD,92118,United States,Remote,United States,M
2024,Senior,Full-time,Data Analyst,90000,USD,90000,United States,In-person,United States,M
2024,Senior,Full-time,Data Analyst,85000,USD,85000,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Analyst,130400,USD,130400,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Analyst,74500,USD,74500,United States,In-person,United States,M
2024,Senior,Full-time,Data Analyst,169000,USD,169000,United States,In-person,United States,M
2024,Senior,Full-time,Data Analyst,105000,USD,105000,United States,In-person,United States,M
2024,Senior,Full-time,Data Analytics Associate,143000,USD,143000,United States,In-person,United States,M
2024,Senior,Full-time,Data Analytics Associate,96000,USD,96000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Manager,102000,USD,102000,Canada,In-person,Canada,M
2024,Mid-level,Full-time,Data Manager,70000,USD,70000,Canada,In-person,Canada,M
2024,Senior,Full-time,Data Scientist,281000,USD,281000,United States,Remote,United States,M
2024,Senior,Full-time,Data Scientist,206000,USD,206000,United States,Remote,United States,M
2024,Senior,Full-time,Data Scientist,235400,USD,235400,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,209720,USD,209720,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,250200,USD,250200,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,117200,USD,117200,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Scientist,194500,USD,194500,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Scientist,125500,USD,125500,United States,In-person,United States,M
2024,Senior,Full-time,Data Architect,110000,GBP,137500,United Kingdom,In-person,United Kingdom,M
2024,Senior,Full-time,Data Architect,67100,GBP,83875,United Kingdom,In-person,United Kingdom,M
2024,Senior,Full-time,Data Analyst,129700,USD,129700,United States,Remote,United States,M
2024,Senior,Full-time,Data Analyst,113600,USD,113600,United States,Remote,United States,M
2024,Senior,Full-time,Data Analyst,143750,USD,143750,United States,In-person,United States,M
2024,Senior,Full-time,Data Analyst,106250,USD,106250,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,286000,USD,286000,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,110000,USD,110000,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,264000,USD,264000,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,132000,USD,132000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Scientist,172000,USD,172000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Scientist,75600,USD,75600,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Visualization Specialist,172000,USD,172000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Visualization Specialist,75600,USD,75600,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,185150,USD,185150,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,127500,USD,127500,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,170200,USD,170200,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,125800,USD,125800,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,234000,USD,234000,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,90000,USD,90000,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,234000,USD,234000,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,90000,USD,90000,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,185000,USD,185000,United States,Remote,United States,M
2024,Senior,Full-time,Data Engineer,115000,USD,115000,United States,Remote,United States,M
2024,Entry-level,Full-time,Data Engineer,172000,USD,172000,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Engineer,75600,USD,75600,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Engineer,170300,USD,170300,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Engineer,73900,USD,73900,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,190000,USD,190000,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,95000,USD,95000,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,195500,USD,195500,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,117300,USD,117300,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Engineer,169000,USD,169000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Engineer,106000,USD,106000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Engineer,149500,USD,149500,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Engineer,110500,USD,110500,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,220900,USD,220900,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,122200,USD,122200,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,163300,USD,163300,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,120700,USD,120700,United States,In-person,United States,M
2024,Senior,Full-time,Data Integration Engineer,220900,USD,220900,United States,In-person,United States,M
2024,Senior,Full-time,Data Integration Engineer,122200,USD,122200,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,130000,USD,130000,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,117000,USD,117000,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,218500,USD,218500,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,109300,USD,109300,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,200000,USD,200000,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,163000,USD,163000,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,220900,USD,220900,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,122200,USD,122200,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,126847,USD,126847,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,93757,USD,93757,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Scientist,92000,USD,92000,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Scientist,69722,USD,69722,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,149000,USD,149000,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,115000,USD,115000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Specialist,117500,USD,117500,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Specialist,65000,USD,65000,United States,In-person,United States,M
2024,Senior,Full-time,Data Specialist,92000,USD,92000,United States,In-person,United States,M
2024,Senior,Full-time,Data Specialist,82000,USD,82000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Engineer,165000,USD,165000,United States,Remote,United States,M
2024,Mid-level,Full-time,Data Engineer,115000,USD,115000,United States,Remote,United States,M
2024,Senior,Full-time,Data Engineer,140000,USD,140000,United States,Remote,United States,M
2024,Senior,Full-time,Data Engineer,101100,USD,101100,United States,Remote,United States,M
2024,Senior,Full-time,Data Engineer,260000,USD,260000,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,144000,USD,144000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Engineer,210000,USD,210000,United States,Remote,United States,M
2024,Mid-level,Full-time,Data Engineer,180000,USD,180000,United States,Remote,United States,M
2024,Senior,Full-time,Data Engineer,200000,USD,200000,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,147000,USD,147000,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,164300,USD,164300,United States,Remote,United States,M
2024,Senior,Full-time,Data Engineer,131400,USD,131400,United States,Remote,United States,M
2024,Mid-level,Full-time,Data Engineer,34332,EUR,38146,Türkiye,In-person,Türkiye,M
2024,Mid-level,Full-time,Data Engineer,21204,EUR,23560,Türkiye,In-person,Türkiye,M
2024,Senior,Full-time,Data Engineer,165000,USD,165000,United States,Remote,United States,M
2024,Senior,Full-time,Data Engineer,115000,USD,115000,United States,Remote,United States,M
2024,Senior,Full-time,Data Scientist,184700,USD,184700,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,104400,USD,104400,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,257600,USD,257600,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,146000,USD,146000,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,151800,USD,151800,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,126900,USD,126900,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,129100,USD,129100,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,107800,USD,107800,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,151800,USD,151800,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,126900,USD,126900,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,213000,USD,213000,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,120700,USD,120700,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Scientist,180000,USD,180000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Scientist,160000,USD,160000,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,125000,USD,125000,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,122000,USD,122000,United States,In-person,United States,M
2024,Senior,Full-time,Data Analyst,164000,USD,164000,United States,Remote,United States,M
2024,Senior,Full-time,Data Analyst,122000,USD,122000,United States,Remote,United States,M
2024,Mid-level,Full-time,Data Engineer,71000,GBP,88750,United Kingdom,In-person,United Kingdom,M
